m64266e_220811_171400/66455755/ccs	151
m64266e_220811_171400/170460610/ccs	26
m64266e_220811_171400/56755957/ccs	225
m64266e_220811_171400/87099127/ccs	493
m64266e_220811_171400/29491651/ccs	13
m64266e_220811_171400/83952897/ccs	1363
m64266e_220811_171400/8978955/ccs	3
m64266e_220811_171400/129695755/ccs	102
m64266e_220811_171400/107874519/ccs	5
m64266e_220811_171400/41026424/ccs	10
m64266e_220811_171400/84215454/ccs	11
m64266e_220811_171400/12912319/ccs	54
m64266e_220811_171400/159843515/ccs	29
m64266e_220811_171400/105056277/ccs	7
m64266e_220811_171400/127666298/ccs	0
m64266e_220811_171400/103088333/ccs	186
m64266e_220811_171400/128649710/ccs	87
m64266e_220811_171400/81920008/ccs	189
m64266e_220811_171400/59246669/ccs	151
m64266e_220811_171400/156239815/ccs	4
m64266e_220811_171400/24578267/ccs	45
m64266e_220811_171400/122947346/ccs	323
m64266e_220811_171400/165545922/ccs	327
m64266e_220811_171400/155714476/ccs	249
m64266e_220811_171400/161087973/ccs	2
m64266e_220811_171400/15270762/ccs	8
m64266e_220811_171400/124259019/ccs	5
m64266e_220811_171400/145425917/ccs	0
m64266e_220811_171400/17237121/ccs	23
m64266e_220811_171400/32179785/ccs	34
m64266e_220811_171400/136579756/ccs	1212
m64266e_220811_171400/111937404/ccs	17
m64266e_220811_171400/18351118/ccs	16
m64266e_220811_171400/157942329/ccs	18
m64266e_220811_171400/65800110/ccs	1
m64266e_220811_171400/75630472/ccs	143
m64266e_220811_171400/169083950/ccs	115
m64266e_220811_171400/176357509/ccs	34
m64266e_220811_171400/126681436/ccs	229
m64266e_220811_171400/115278491/ccs	42
m64266e_220811_171400/136775964/ccs	44
m64266e_220811_171400/166265315/ccs	1
m64266e_220811_171400/127403286/ccs	11
m64266e_220811_171400/175898691/ccs	7
m64266e_220811_171400/131533100/ccs	17
m64266e_220811_171400/144900102/ccs	5
m64266e_220811_171400/1181009/ccs	80
m64266e_220811_171400/80807735/ccs	55
m64266e_220811_171400/10684573/ccs	116
m64266e_220811_171400/101583461/ccs	414
m64266e_220811_171400/105119827/ccs	77
m64266e_220811_171400/51055434/ccs	1
m64266e_220811_171400/157550648/ccs	12
m64266e_220811_171400/68944666/ccs	7
m64266e_220811_171400/179766508/ccs	0
m64266e_220811_171400/75366955/ccs	21
m64266e_220811_171400/1901075/ccs	12
m64266e_220811_171400/57475811/ccs	156
m64266e_220811_171400/73401462/ccs	7
m64266e_220811_171400/65798703/ccs	29
m64266e_220811_171400/163514613/ccs	47
m64266e_220811_171400/19727621/ccs	260
m64266e_220811_171400/12715000/ccs	3
m64266e_220811_171400/14615266/ccs	240
m64266e_220811_171400/104597850/ccs	27
m64266e_220811_171400/97585305/ccs	55
m64266e_220811_171400/13042603/ccs	11
m64266e_220811_171400/180095046/ccs	22
m64266e_220811_171400/58459754/ccs	61
m64266e_220811_171400/7602918/ccs	9
m64266e_220811_171400/44499917/ccs	1
m64266e_220811_171400/72943725/ccs	272
m64266e_220811_171400/30280276/ccs	1
m64266e_220811_171400/146408965/ccs	4
m64266e_220811_171400/167970754/ccs	1
m64266e_220811_171400/21890629/ccs	6
m64266e_220811_171400/168690695/ccs	4
m64266e_220811_171400/172688818/ccs	262
m64266e_220811_171400/132451088/ccs	284
m64266e_220811_171400/85655572/ccs	1
m64266e_220811_171400/128452175/ccs	40
m64266e_220811_171400/99091181/ccs	17
m64266e_220811_171400/140773881/ccs	11
m64266e_220811_171400/119932506/ccs	31
m64266e_220811_171400/168953637/ccs	4
m64266e_220811_171400/104661046/ccs	39
m64266e_220811_171400/93456595/ccs	144
m64266e_220811_171400/66324371/ccs	0
m64266e_220811_171400/93914363/ccs	28
m64266e_220811_171400/155713913/ccs	2
m64266e_220811_171400/41156655/ccs	276
m64266e_220811_171400/80152043/ccs	260
m64266e_220811_171400/130417664/ccs	245
m64266e_220811_171400/197030/ccs	284
m64266e_220811_171400/155650896/ccs	4
m64266e_220811_171400/56557937/ccs	201
m64266e_220811_171400/136381541/ccs	20
m64266e_220811_171400/86901540/ccs	14
m64266e_220811_171400/122290897/ccs	35
m64266e_220811_171400/131204879/ccs	120
m64266e_220811_171400/74777037/ccs	21
m64266e_220811_171400/82249120/ccs	51
m64266e_220811_171400/152241375/ccs	2
m64266e_220811_171400/131007218/ccs	11
m64266e_220811_171400/134283569/ccs	16
m64266e_220811_171400/127534209/ccs	15
m64266e_220811_171400/58722911/ccs	325
m64266e_220811_171400/165152842/ccs	1
m64266e_220811_171400/53150182/ccs	52
m64266e_220811_171400/174655103/ccs	347
m64266e_220811_171400/75106657/ccs	260
m64266e_220811_171400/160694853/ccs	254
m64266e_220811_171400/127010671/ccs	4
m64266e_220811_171400/51314934/ccs	6
m64266e_220811_171400/34539366/ccs	1
m64266e_220811_171400/80349126/ccs	122
m64266e_220811_171400/90572245/ccs	13
m64266e_220811_171400/177473039/ccs	83
m64266e_220811_171400/8716295/ccs	1
m64266e_220811_171400/27395457/ccs	26
m64266e_220811_171400/56887210/ccs	309
m64266e_220811_171400/158925677/ccs	601
m64266e_220811_171400/59770573/ccs	655
m64266e_220811_171400/162006672/ccs	15
m64266e_220811_171400/41354793/ccs	3
m64266e_220811_171400/175441920/ccs	49
m64266e_220811_171400/51970924/ccs	17
m64266e_220811_171400/21562070/ccs	9
m64266e_220811_171400/10289350/ccs	10
m64266e_220811_171400/125372814/ccs	2
m64266e_220811_171400/55705908/ccs	31
m64266e_220811_171400/64293110/ccs	12
m64266e_220811_171400/76024368/ccs	25
m64266e_220811_171400/144312805/ccs	6
m64266e_220811_171400/112854780/ccs	46
m64266e_220811_171400/146671186/ccs	6
m64266e_220811_171400/116981975/ccs	10
m64266e_220811_171400/25428503/ccs	4
m64266e_220811_171400/109512456/ccs	76
m64266e_220811_171400/20908893/ccs	22
m64266e_220811_171400/145163673/ccs	9
m64266e_220811_171400/36046570/ccs	7
m64266e_220811_171400/19727481/ccs	2
m64266e_220811_171400/51577128/ccs	14
m64266e_220811_171400/136055276/ccs	1
m64266e_220811_171400/180422849/ccs	9
m64266e_220811_171400/136382380/ccs	20
m64266e_220811_171400/85263996/ccs	11
m64266e_220811_171400/19595705/ccs	4
m64266e_220811_171400/179504766/ccs	3
m64266e_220811_171400/18482299/ccs	2
m64266e_220811_171400/165414966/ccs	2
m64266e_220811_171400/55837672/ccs	8
m64266e_220811_171400/92931256/ccs	13
m64266e_220811_171400/118753385/ccs	418
m64266e_220811_171400/84806011/ccs	13
m64266e_220811_171400/80807917/ccs	11
m64266e_220811_171400/103482704/ccs	60
m64266e_220811_171400/100861660/ccs	6
m64266e_220811_171400/109052662/ccs	3
m64266e_220811_171400/99943656/ccs	179
m64266e_220811_171400/2623824/ccs	30
m64266e_220811_171400/37685820/ccs	65
m64266e_220811_171400/61409958/ccs	1
m64266e_220811_171400/90900567/ccs	90
m64266e_220811_171400/106367270/ccs	21
m64266e_220811_171400/63504966/ccs	56
m64266e_220811_171400/41813039/ccs	2
m64266e_220811_171400/27920641/ccs	1
m64266e_220811_171400/101057987/ccs	95
m64266e_220811_171400/132319353/ccs	32
m64266e_220811_171400/46860502/ccs	566
m64266e_220811_171400/3670891/ccs	37
m64266e_220811_171400/113445661/ccs	1
m64266e_220811_171400/145426031/ccs	779
m64266e_220811_171400/158730384/ccs	0
m64266e_220811_171400/110691112/ccs	1285
m64266e_220811_171400/97584676/ccs	10
m64266e_220811_171400/164364769/ccs	353
m64266e_220811_171400/150012445/ccs	121
m64266e_220811_171400/134547772/ccs	378
m64266e_220811_171400/52495816/ccs	9
m64266e_220811_171400/93915228/ccs	6
m64266e_220811_171400/121831656/ccs	38
m64266e_220811_171400/21954624/ccs	0
m64266e_220811_171400/52758834/ccs	79
m64266e_220811_171400/108003675/ccs	42
m64266e_220811_171400/52954382/ccs	1
m64266e_220811_171400/107873076/ccs	20
m64266e_220811_171400/162269405/ccs	9
m64266e_220811_171400/76745019/ccs	33
m64266e_220811_171400/81070624/ccs	26
m64266e_220811_171400/125306883/ccs	64
m64266e_220811_171400/178915104/ccs	4
m64266e_220811_171400/47450664/ccs	4
m64266e_220811_171400/149686462/ccs	1
m64266e_220811_171400/108005700/ccs	130
m64266e_220811_171400/111216348/ccs	29
m64266e_220811_171400/112790303/ccs	41
m64266e_220811_171400/166529506/ccs	46
m64266e_220811_171400/116917598/ccs	70
m64266e_220811_171400/3735642/ccs	37
m64266e_220811_171400/5308809/ccs	19
m64266e_220811_171400/133300344/ccs	27
m64266e_220811_171400/150864711/ccs	5
m64266e_220811_171400/133825277/ccs	91
m64266e_220811_171400/151782115/ccs	4
m64266e_220811_171400/112592475/ccs	12
m64266e_220811_171400/87885477/ccs	7
m64266e_220811_171400/83232146/ccs	40
m64266e_220811_171400/8781826/ccs	37
m64266e_220811_171400/156566363/ccs	20
m64266e_220811_171400/138544612/ccs	36
m64266e_220811_171400/137494940/ccs	30
m64266e_220811_171400/134021811/ccs	9
m64266e_220811_171400/146605528/ccs	188
m64266e_220811_171400/102761371/ccs	5
m64266e_220811_171400/169281844/ccs	4
m64266e_220811_171400/74122226/ccs	215
m64266e_220811_171400/137167808/ccs	214
m64266e_220811_171400/129566096/ccs	3
m64266e_220811_171400/79038665/ccs	342
m64266e_220811_171400/29690627/ccs	226
m64266e_220811_171400/49023462/ccs	31
m64266e_220811_171400/29230418/ccs	18
m64266e_220811_171400/139331100/ccs	2
m64266e_220811_171400/157419228/ccs	32
m64266e_220811_171400/15206735/ccs	47
m64266e_220811_171400/177144239/ccs	31
m64266e_220811_171400/46335073/ccs	23
m64266e_220811_171400/125175239/ccs	35
m64266e_220811_171400/11798155/ccs	1
m64266e_220811_171400/121045538/ccs	625
m64266e_220811_171400/70517441/ccs	588
m64266e_220811_171400/119080734/ccs	569
m64266e_220811_171400/29820216/ccs	567
m64266e_220811_171400/29427875/ccs	136
m64266e_220811_171400/121440037/ccs	19
m64266e_220811_171400/151060656/ccs	3
m64266e_220811_171400/9962601/ccs	5
m64266e_220811_171400/24576180/ccs	4
m64266e_220811_171400/66716642/ccs	121
m64266e_220811_171400/98372273/ccs	125
m64266e_220811_171400/129958576/ccs	0
m64266e_220811_171400/44239480/ccs	78
m64266e_220811_171400/97714355/ccs	4
m64266e_220811_171400/77464516/ccs	266
m64266e_220811_171400/126420091/ccs	13
m64266e_220811_171400/49350742/ccs	2
m64266e_220811_171400/52757967/ccs	9
m64266e_220811_171400/83363244/ccs	10
m64266e_220811_171400/147456593/ccs	44
m64266e_220811_171400/44106401/ccs	2
m64266e_220811_171400/63965643/ccs	125
m64266e_220811_171400/78383383/ccs	143
m64266e_220811_171400/146735210/ccs	30
m64266e_220811_171400/41222660/ccs	0
m64266e_220811_171400/57148054/ccs	8
m64266e_220811_171400/101254736/ccs	21
m64266e_220811_171400/122619376/ccs	107
m64266e_220811_171400/126814665/ccs	23
m64266e_220811_171400/79955894/ccs	136
m64266e_220811_171400/119540167/ccs	14
m64266e_220811_171400/4784231/ccs	3
m64266e_220811_171400/58131100/ccs	30
m64266e_220811_171400/38273632/ccs	1
m64266e_220811_171400/151783858/ccs	11
m64266e_220811_171400/27918573/ccs	33
m64266e_220811_171400/158075703/ccs	0
m64266e_220811_171400/112134035/ccs	1
m64266e_220811_171400/77597248/ccs	6
m64266e_220811_171400/151192570/ccs	2
m64266e_220811_171400/67109170/ccs	106
m64266e_220811_171400/20971937/ccs	1
m64266e_220811_171400/157353921/ccs	3
m64266e_220811_171400/32703311/ccs	146
m64266e_220811_171400/87557439/ccs	0
m64266e_220811_171400/136840161/ccs	3
m64266e_220811_171400/18744696/ccs	55
m64266e_220811_171400/80348161/ccs	1
m64266e_220811_171400/90179583/ccs	9
m64266e_220811_171400/162989880/ccs	14
m64266e_220811_171400/111346050/ccs	86
m64266e_220811_171400/118294382/ccs	11
m64266e_220811_171400/45023599/ccs	68
m64266e_220811_171400/80413355/ccs	14
m64266e_220811_171400/96536737/ccs	1
m64266e_220811_171400/5638376/ccs	39
m64266e_220811_171400/34474617/ccs	18
m64266e_220811_171400/135594358/ccs	21
m64266e_220811_171400/34998240/ccs	0
m64266e_220811_171400/121243118/ccs	2
m64266e_220811_171400/156173448/ccs	4
m64266e_220811_171400/147850392/ccs	28
m64266e_220811_171400/87950429/ccs	9
m64266e_220811_171400/64094295/ccs	0
m64266e_220811_171400/123930938/ccs	78
m64266e_220811_171400/59181871/ccs	3
m64266e_220811_171400/82512587/ccs	49
m64266e_220811_171400/74648392/ccs	3
m64266e_220811_171400/146408020/ccs	0
m64266e_220811_171400/61473616/ccs	6
m64266e_220811_171400/144247241/ccs	66
m64266e_220811_171400/178783161/ccs	52
m64266e_220811_171400/23790320/ccs	1
m64266e_220811_171400/175638929/ccs	126
m64266e_220811_171400/37029006/ccs	21
m64266e_220811_171400/114362428/ccs	20
m64266e_220811_171400/28117182/ccs	9
m64266e_220811_171400/50659408/ccs	14
m64266e_220811_171400/21366236/ccs	15
m64266e_220811_171400/134743034/ccs	4
m64266e_220811_171400/18285350/ccs	355
m64266e_220811_171400/39912501/ccs	28
m64266e_220811_171400/76286272/ccs	10
m64266e_220811_171400/141297648/ccs	4
m64266e_220811_171400/80413618/ccs	49
m64266e_220811_171400/28049701/ccs	4
m64266e_220811_171400/100402543/ccs	13
m64266e_220811_171400/100008212/ccs	14
m64266e_220811_171400/119668843/ccs	6
m64266e_220811_171400/164626973/ccs	10
m64266e_220811_171400/74057750/ccs	160
m64266e_220811_171400/137692110/ccs	16
m64266e_220811_171400/90767785/ccs	18
m64266e_220811_171400/162138470/ccs	12
m64266e_220811_171400/14221486/ccs	32
m64266e_220811_171400/162334590/ccs	13
m64266e_220811_171400/153093576/ccs	160
m64266e_220811_171400/81267438/ccs	3
m64266e_220811_171400/57475810/ccs	5
m64266e_220811_171400/14354848/ccs	23
m64266e_220811_171400/102695720/ccs	11
m64266e_220811_171400/54002603/ccs	15
m64266e_220811_171400/65931188/ccs	77
m64266e_220811_171400/49939436/ccs	22
m64266e_220811_171400/39586337/ccs	7
m64266e_220811_171400/178719181/ccs	1
m64266e_220811_171400/21301030/ccs	6
m64266e_220811_171400/32179903/ccs	12
m64266e_220811_171400/58983015/ccs	105
m64266e_220811_171400/175769676/ccs	4
m64266e_220811_171400/18024012/ccs	0
m64266e_220811_171400/103745987/ccs	24
m64266e_220811_171400/62851757/ccs	14
m64266e_220811_171400/76023981/ccs	4
m64266e_220811_171400/168952248/ccs	63
m64266e_220811_171400/80412755/ccs	8
m64266e_220811_171400/4522198/ccs	25
m64266e_220811_171400/65275340/ccs	1777
m64266e_220811_171400/177211089/ccs	1
m64266e_220811_171400/53478722/ccs	6
m64266e_220811_171400/50331912/ccs	8
m64266e_220811_171400/143721889/ccs	144
m64266e_220811_171400/120195933/ccs	5
m64266e_220811_171400/127206970/ccs	3
m64266e_220811_171400/94700910/ccs	8
m64266e_220811_171400/27197956/ccs	17
m64266e_220811_171400/98700046/ccs	15
m64266e_220811_171400/84280656/ccs	0
m64266e_220811_171400/143262581/ccs	10
m64266e_220811_171400/146408333/ccs	4
m64266e_220811_171400/34865332/ccs	23
m64266e_220811_171400/177276361/ccs	9
m64266e_220811_171400/129892966/ccs	9
m64266e_220811_171400/71500404/ccs	87
m64266e_220811_171400/70912770/ccs	18
m64266e_220811_171400/102172888/ccs	16
m64266e_220811_171400/41812438/ccs	12
m64266e_220811_171400/133302111/ccs	24
m64266e_220811_171400/96535137/ccs	0
m64266e_220811_171400/160826344/ccs	38
m64266e_220811_171400/82445913/ccs	86
m64266e_220811_171400/73599725/ccs	46
m64266e_220811_171400/180030001/ccs	0
m64266e_220811_171400/15862607/ccs	20
m64266e_220811_171400/68551772/ccs	0
m64266e_220811_171400/15337663/ccs	20
m64266e_220811_171400/90113495/ccs	17
m64266e_220811_171400/139920531/ccs	8
m64266e_220811_171400/135791129/ccs	17
m64266e_220811_171400/52103334/ccs	1
m64266e_220811_171400/115082134/ccs	1
m64266e_220811_171400/137233798/ccs	29
m64266e_220811_171400/158597503/ccs	32
m64266e_220811_171400/130615581/ccs	59
m64266e_220811_171400/13109391/ccs	32
m64266e_220811_171400/85001345/ccs	26
m64266e_220811_171400/163580358/ccs	10
m64266e_220811_171400/86967191/ccs	93
m64266e_220811_171400/175048028/ccs	16
m64266e_220811_171400/66324712/ccs	1
m64266e_220811_171400/96601258/ccs	220
m64266e_220811_171400/89851336/ccs	22
m64266e_220811_171400/155191506/ccs	24
m64266e_220811_171400/178718620/ccs	13
m64266e_220811_171400/149882158/ccs	6
m64266e_220811_171400/37554646/ccs	923
m64266e_220811_171400/125239972/ccs	13
m64266e_220811_171400/13042583/ccs	12
m64266e_220811_171400/114229815/ccs	8
m64266e_220811_171400/164495455/ccs	3
m64266e_220811_171400/23595114/ccs	42
m64266e_220811_171400/24840617/ccs	33
m64266e_220811_171400/48498105/ccs	36
m64266e_220811_171400/145098387/ccs	40
m64266e_220811_171400/96993711/ccs	9
m64266e_220811_171400/122290620/ccs	11
m64266e_220811_171400/113115555/ccs	37
m64266e_220811_171400/69928334/ccs	10
m64266e_220811_171400/67439314/ccs	5
m64266e_220811_171400/61079914/ccs	5
m64266e_220811_171400/94307246/ccs	1
m64266e_220811_171400/168626324/ccs	9
m64266e_220811_171400/90505332/ccs	6
m64266e_220811_171400/84476661/ccs	10
m64266e_220811_171400/172426909/ccs	61
m64266e_220811_171400/50922875/ccs	0
m64266e_220811_171400/140051505/ccs	5
m64266e_220811_171400/144181807/ccs	54
m64266e_220811_171400/172426116/ccs	60
m64266e_220811_171400/141690701/ccs	182
m64266e_220811_171400/92407665/ccs	93
m64266e_220811_171400/79759548/ccs	1
m64266e_220811_171400/42797156/ccs	3
m64266e_220811_171400/29493731/ccs	10
m64266e_220811_171400/93258102/ccs	63
m64266e_220811_171400/94309131/ccs	44
m64266e_220811_171400/142345719/ccs	23
m64266e_220811_171400/41944936/ccs	13
m64266e_220811_171400/13435345/ccs	4
m64266e_220811_171400/163250929/ccs	1
m64266e_220811_171400/50790693/ccs	9
m64266e_220811_171400/107547230/ccs	4
m64266e_220811_171400/135792954/ccs	97
m64266e_220811_171400/46664488/ccs	10
m64266e_220811_171400/64947679/ccs	20
m64266e_220811_171400/70976779/ccs	22
m64266e_220811_171400/138741867/ccs	104
m64266e_220811_171400/55904424/ccs	2
m64266e_220811_171400/28379524/ccs	19
m64266e_220811_171400/10160249/ccs	12
m64266e_220811_171400/72024298/ccs	31
m64266e_220811_171400/130222754/ccs	18
m64266e_220811_171400/162398750/ccs	48
m64266e_220811_171400/133955755/ccs	53
m64266e_220811_171400/145556963/ccs	56
m64266e_220811_171400/31918149/ccs	22
m64266e_220811_171400/94897621/ccs	223
m64266e_220811_171400/156500724/ccs	22
m64266e_220811_171400/143066413/ccs	31
m64266e_220811_171400/29098325/ccs	19
m64266e_220811_171400/175965481/ccs	55
m64266e_220811_171400/81201636/ccs	8
m64266e_220811_171400/32571998/ccs	95
m64266e_220811_171400/144313061/ccs	12
m64266e_220811_171400/129108770/ccs	74
m64266e_220811_171400/80873898/ccs	96
m64266e_220811_171400/55248463/ccs	68
m64266e_220811_171400/173408277/ccs	205
m64266e_220811_171400/80479748/ccs	4
m64266e_220811_171400/152174788/ccs	40
m64266e_220811_171400/109644242/ccs	2
m64266e_220811_171400/35390793/ccs	3
m64266e_220811_171400/75366899/ccs	1
m64266e_220811_171400/84478676/ccs	9
m64266e_220811_171400/78840562/ccs	112
m64266e_220811_171400/41945131/ccs	2
m64266e_220811_171400/131795009/ccs	48
m64266e_220811_171400/116263125/ccs	1
m64266e_220811_171400/57802994/ccs	59
m64266e_220811_171400/30147775/ccs	2
m64266e_220811_171400/95618216/ccs	38
m64266e_220811_171400/31065466/ccs	114
m64266e_220811_171400/137561645/ccs	31
m64266e_220811_171400/112724660/ccs	19
m64266e_220811_171400/172952055/ccs	11
m64266e_220811_171400/134481428/ccs	43
m64266e_220811_171400/82447100/ccs	25
m64266e_220811_171400/166920299/ccs	17
m64266e_220811_171400/32572073/ccs	14
m64266e_220811_171400/29230000/ccs	74
m64266e_220811_171400/171181952/ccs	1
m64266e_220811_171400/34080701/ccs	3
m64266e_220811_171400/110035988/ccs	45
m64266e_220811_171400/156369614/ccs	46
m64266e_220811_171400/174195143/ccs	59
m64266e_220811_171400/163252119/ccs	0
m64266e_220811_171400/102237835/ccs	66
m64266e_220811_171400/58787136/ccs	31
m64266e_220811_171400/162071564/ccs	13
m64266e_220811_171400/89981892/ccs	47
m64266e_220811_171400/79037386/ccs	48
m64266e_220811_171400/141952065/ccs	38
m64266e_220811_171400/66390045/ccs	6
m64266e_220811_171400/121831985/ccs	272
m64266e_220811_171400/37226007/ccs	3
m64266e_220811_171400/39911807/ccs	4
m64266e_220811_171400/117246404/ccs	191
m64266e_220811_171400/104924661/ccs	167
m64266e_220811_171400/117966964/ccs	1
